age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,50K
35,1,225399,3,9,2,7,1,0,0,8614,0,40,0,1
20,0,174391,3,9,2,6,1,0,1,0,0,40,0,0
48,0,377757,12,6,0,3,2,0,0,0,0,70,0,0
30,4,364310,0,13,2,5,3,4,1,0,0,40,5,0
31,0,110643,0,13,0,5,2,0,0,0,0,40,0,1
20,0,70240,3,9,2,3,1,1,1,0,0,24,15,0
57,5,32694,10,14,0,5,2,0,0,0,0,50,0,1
41,0,95047,6,11,0,8,0,0,1,7688,0,44,0,1
33,0,264936,3,9,1,8,4,0,1,0,0,40,0,0
27,0,367329,6,11,0,9,2,0,0,0,0,40,0,0
34,0,56026,3,9,0,9,2,0,0,0,0,60,0,1
22,0,186452,12,6,2,1,3,0,0,0,0,30,0,0
50,0,125417,5,12,0,4,0,4,1,0,0,40,0,1
40,1,242082,0,13,0,5,2,0,0,0,0,45,0,1
37,0,31023,3,9,0,1,2,0,0,0,0,51,0,0
40,8,397346,5,12,1,14,3,0,0,0,0,40,0,0
53,0,424079,10,14,0,4,2,0,0,15024,0,55,0,1
38,1,108947,1,10,0,7,2,0,0,7688,0,40,0,1
25,5,261979,3,9,2,5,3,0,0,0,0,40,0,0
51,0,55507,3,9,0,1,2,4,0,0,0,40,0,0
22,8,291407,9,8,2,14,1,4,0,0,0,40,0,0
18,0,353358,1,10,2,2,1,0,0,0,0,16,0,0
41,0,67339,2,7,0,6,2,0,0,7688,0,40,0,1
33,0,235109,3,9,2,8,5,0,1,0,0,40,0,0
33,0,208180,0,13,2,3,3,0,1,0,0,40,0,0
67,5,423561,1,10,0,10,2,0,0,0,0,40,0,0
47,1,145290,3,9,0,4,2,0,0,0,2415,50,0,1
24,0,403671,1,10,2,7,3,0,0,0,0,40,0,0
32,4,49325,8,4,0,2,2,0,0,0,0,40,0,0
29,0,370494,3,9,2,2,5,0,1,0,0,40,20,0
25,0,267012,6,11,2,3,3,0,0,0,0,45,0,0
33,0,191856,1,10,1,8,3,0,1,0,0,40,0,0
55,0,80445,0,13,0,1,2,0,0,0,0,40,0,0
31,0,379798,1,10,0,3,2,0,0,0,0,40,0,1
32,4,168387,10,14,0,5,2,0,0,0,0,50,0,0
18,0,301948,3,9,2,12,1,0,0,34095,0,3,0,0
36,0,274809,3,9,1,8,5,0,1,0,0,50,0,0
58,0,233193,3,9,4,8,3,0,1,0,0,27,0,0
34,0,299635,10,14,0,4,2,0,0,0,1902,50,0,1
19,0,236396,2,7,2,6,3,0,0,0,0,40,0,0
21,0,688355,3,9,2,8,5,4,1,0,0,40,0,0
36,2,37019,3,9,2,9,3,0,0,0,0,50,0,0
37,0,148015,0,13,0,5,0,4,1,15024,0,40,0,1
43,0,122975,3,9,0,7,0,4,1,0,0,21,37,0
52,5,349795,0,13,0,12,2,0,0,0,0,40,0,0
48,0,229846,6,11,1,2,3,0,1,0,0,40,41,0
43,0,108945,1,10,1,5,5,0,1,0,0,38,0,0
22,0,237498,3,9,2,2,1,0,0,0,0,40,0,0
57,0,188872,14,3,1,10,5,0,0,6497,0,40,0,0
37,0,324019,5,12,2,8,3,0,1,0,0,40,0,0
39,0,82488,1,10,1,3,5,1,1,0,0,38,0,0
54,0,206964,1,10,0,3,2,0,0,0,0,40,0,1
27,0,37088,5,12,2,2,3,0,0,0,0,40,0,0
21,0,152540,3,9,2,8,3,0,1,0,0,35,0,0
65,0,143554,1,10,3,8,3,0,1,0,0,38,0,0
30,0,126242,1,10,0,2,0,0,1,0,0,40,0,0
22,0,127185,7,5,2,7,3,0,1,0,0,40,0,0
26,0,164018,0,13,0,3,2,0,0,4064,0,50,0,0
25,0,210184,2,7,3,1,1,0,0,0,0,40,0,0
35,8,117528,6,11,0,14,0,0,1,0,0,40,0,1
47,0,124973,6,11,0,4,2,0,0,15024,0,50,0,1
23,0,182117,5,12,2,2,1,0,0,0,0,60,0,0
42,0,220049,3,9,0,3,2,4,0,0,0,40,0,1
39,1,247975,1,10,2,1,3,1,0,0,0,30,0,0
55,0,50164,13,16,0,4,2,0,0,0,0,60,0,1
24,5,123160,10,14,5,5,3,1,1,0,0,10,11,0
46,2,219962,0,13,0,7,2,0,0,7298,0,40,41,1
53,0,79324,3,9,0,1,2,0,0,0,0,40,0,1
44,0,129100,2,7,3,2,5,4,1,0,0,60,0,0
40,0,210275,3,9,3,10,5,4,1,0,0,40,0,0
48,0,189462,1,10,0,1,2,0,0,7688,0,40,0,1
26,0,171114,6,11,3,8,5,0,1,0,0,35,0,0
22,0,201799,3,9,2,3,1,0,1,0,0,40,0,0
35,8,200426,3,9,0,14,0,0,1,0,0,12,0,0
20,8,24395,1,10,2,14,5,0,1,0,0,20,0,0
43,0,191149,3,9,1,4,3,0,1,0,0,40,0,0
37,4,34173,3,9,0,2,0,0,1,0,0,25,0,0
30,0,350979,3,9,0,1,2,1,0,0,0,40,25,0
41,0,147314,3,9,0,3,2,2,0,0,0,50,0,0
38,0,136081,4,15,0,5,2,0,0,0,0,60,0,1
77,8,232894,7,5,0,14,2,4,0,0,0,40,0,0
42,1,373403,3,9,0,9,2,0,0,0,0,50,0,0
20,0,120601,3,9,2,10,1,4,0,0,0,40,0,0
36,0,130926,0,13,1,8,3,0,1,3674,0,40,0,0
32,3,72338,6,11,2,5,4,1,0,0,0,40,0,0
27,0,129624,0,13,0,4,2,0,0,0,0,40,0,1
25,5,328697,1,10,1,12,4,0,0,0,0,45,0,0
40,0,191196,10,14,2,4,3,0,0,0,0,40,0,0
18,8,191117,2,7,2,14,1,0,0,0,0,25,0,0
49,0,110243,0,13,0,4,2,0,0,0,0,45,0,1
17,0,181580,2,7,2,2,1,0,1,0,0,16,0,0
29,0,89030,3,9,2,3,5,0,1,0,0,40,0,0
47,0,345493,4,15,0,5,2,1,0,99999,0,55,27,1
24,1,277700,1,10,3,6,1,0,0,0,0,45,0,0
58,8,198478,8,4,0,14,2,0,0,0,0,24,0,0
29,0,250679,3,9,2,1,3,0,0,0,0,40,0,0
45,0,168837,1,10,0,8,0,0,1,0,0,24,4,1
30,0,142675,9,8,0,1,2,0,0,0,0,50,0,0
19,0,299050,1,10,2,8,1,0,0,0,0,20,0,0
59,0,107833,12,6,0,10,2,0,0,0,1485,40,0,1
47,0,121958,8,4,5,2,5,0,1,0,0,30,0,0
41,0,282948,1,10,0,0,2,4,0,3137,0,40,0,0
28,0,176683,5,12,2,5,1,0,0,0,0,40,23,0
46,0,34377,5,12,0,1,2,0,0,0,0,40,0,1
40,1,209833,1,10,0,1,2,0,0,0,0,60,0,0
66,5,41506,12,6,1,2,3,4,1,0,0,40,0,0
30,4,125159,0,13,2,5,3,4,0,14084,0,45,41,1
44,1,147206,1,10,2,1,1,0,0,0,0,12,0,0
58,1,93664,3,9,0,4,2,0,0,15024,0,60,0,1
21,0,315065,8,4,2,2,4,0,0,0,0,48,20,0
59,0,381851,7,5,4,2,5,4,1,0,0,40,0,0
35,4,185769,1,10,0,2,2,0,0,0,0,40,0,0
45,0,186272,7,5,0,8,2,4,0,5178,0,40,0,1
30,0,312667,3,9,0,10,2,0,0,0,0,40,0,0
33,0,343925,3,9,2,6,3,4,0,0,0,40,18,0
26,0,195994,1,10,2,3,3,0,1,0,0,15,0,0
48,0,398843,1,10,3,3,5,4,1,0,0,35,0,0
31,0,73514,3,9,2,3,1,1,1,0,0,40,0,0
36,0,288049,3,9,0,4,2,0,0,0,0,45,0,0
48,0,54759,3,9,1,5,5,0,1,0,0,38,0,0
30,0,155343,3,9,0,1,2,0,0,5013,0,40,0,0
33,0,401104,3,9,0,6,2,0,0,0,0,50,0,1
19,8,124884,7,5,2,14,3,0,1,0,0,25,0,0
37,4,287306,5,12,0,5,0,4,1,99999,0,40,41,1
53,0,113995,0,13,0,4,2,0,0,0,0,45,0,1
18,0,146378,1,10,2,2,1,0,1,0,0,40,41,0
38,0,111499,1,10,0,10,2,0,0,7298,0,50,0,1
34,0,34374,1,10,2,2,3,0,0,0,0,50,0,0
45,0,162187,0,13,0,3,2,0,0,0,0,52,0,1
33,4,147654,6,11,0,5,2,0,0,0,0,60,0,0
35,0,182467,6,11,0,1,0,0,1,0,0,44,0,0
22,0,183970,3,9,2,6,1,4,0,0,0,40,0,0
35,0,332588,3,9,1,2,5,0,1,0,0,30,0,0
45,0,26781,3,9,0,5,2,2,0,0,0,8,0,0
17,0,48610,2,7,2,9,1,0,0,0,0,45,0,0
50,0,162632,3,9,0,4,2,0,0,0,0,45,0,0
38,4,91711,0,13,0,5,2,0,0,0,0,50,0,1
33,0,198003,1,10,0,1,2,0,0,7298,0,50,0,1
46,0,179048,3,9,0,3,2,0,0,0,0,35,41,0
25,0,262778,0,13,2,3,3,0,1,6849,0,50,0,0
64,0,102470,3,9,0,1,2,0,0,0,0,40,0,0
62,1,123170,1,10,0,4,2,0,0,0,0,10,0,0
32,0,164243,3,9,0,0,2,0,0,0,0,60,0,1
17,0,262511,2,7,2,3,1,0,0,0,0,20,0,0
61,0,51170,3,9,0,1,2,0,0,0,0,55,0,0
40,5,91949,13,16,2,5,3,4,1,0,0,40,0,0
21,0,123727,3,9,2,4,4,0,1,0,0,40,0,0
39,0,173175,0,13,0,4,2,0,0,15024,0,50,0,1
35,1,120301,1,10,0,4,2,0,0,0,0,45,0,0
29,0,250967,6,11,0,5,2,0,0,0,0,40,0,0
27,3,285432,5,12,2,10,3,4,0,0,0,40,0,0
20,0,36235,5,12,2,8,3,0,1,0,0,40,0,0
34,8,317219,1,10,0,14,0,0,1,0,0,20,0,1
51,4,110965,10,14,2,5,1,0,0,0,0,40,0,0
45,0,123283,3,9,3,7,5,4,1,0,0,15,0,0
20,8,249087,1,10,2,14,1,0,1,0,0,40,0,0
31,0,152940,1,10,0,1,2,0,0,0,0,40,0,0
29,0,376680,3,9,2,0,1,4,0,0,0,40,0,0
56,0,231232,0,13,0,8,2,0,0,0,0,30,4,0
55,1,168625,1,10,1,0,3,0,1,0,0,12,0,1
26,0,33939,1,10,2,0,1,0,0,0,0,20,0,0
46,0,155659,1,10,0,1,2,0,0,15024,0,45,0,1
32,4,190228,3,9,0,2,2,0,0,0,0,40,0,0
28,0,216178,3,9,0,3,2,0,0,0,0,40,0,0
27,0,587310,8,4,2,2,4,0,0,0,0,35,31,0
23,0,155919,7,5,5,1,3,0,0,0,0,40,20,0
59,0,227386,12,6,0,1,2,0,0,0,0,40,0,0
26,0,138152,9,8,2,1,4,3,0,0,0,48,31,0
36,0,167482,12,6,2,6,3,0,0,0,0,40,0,0
18,0,57957,3,9,2,3,1,0,1,0,0,15,0,0
33,0,157747,7,5,1,6,3,0,0,0,0,70,0,0
60,1,88570,6,11,0,10,0,0,1,0,0,15,5,1
40,0,273308,3,9,1,7,5,0,1,0,0,48,20,0
48,0,216292,3,9,0,9,2,0,0,0,0,43,0,0
27,1,131298,12,6,0,1,2,0,0,0,0,48,0,0
19,0,386378,1,10,2,2,1,0,0,0,0,20,0,0
38,0,179668,0,13,0,5,2,0,0,0,0,50,0,1
26,0,210812,1,10,1,1,3,0,0,0,0,43,0,0
45,3,311671,6,11,0,12,2,0,0,3908,0,40,0,0
20,0,215247,1,10,2,8,1,0,1,0,0,20,0,0
32,3,125856,3,9,1,1,5,0,0,0,0,40,0,0
22,0,74631,1,10,2,6,1,0,1,0,0,13,0,0
22,0,24008,3,9,2,8,3,0,0,0,0,40,0,0
38,5,354591,3,9,2,2,5,4,1,114,0,38,0,0
34,0,155343,3,9,0,1,2,0,0,0,1848,50,0,1
46,0,308334,11,2,4,2,5,3,1,0,0,30,20,0
39,0,245361,0,13,1,4,3,0,1,0,0,25,0,0
79,1,158319,3,9,4,2,3,0,1,0,0,24,0,0
60,8,204486,0,13,0,14,2,0,0,0,0,8,0,1
24,0,314823,3,9,2,3,1,0,0,0,0,40,24,0
31,0,211334,1,10,0,1,2,0,0,2407,0,65,0,0
37,1,73199,0,13,0,3,2,1,0,3137,0,77,19,0
23,0,126550,3,9,2,1,4,0,0,0,0,40,0,0
31,0,260782,1,10,0,10,2,0,0,0,1579,45,36,0
29,0,114224,0,13,0,5,2,0,0,0,0,40,0,1
22,5,64292,0,13,2,5,1,0,1,0,0,43,0,0
69,8,628797,1,10,4,14,3,0,1,0,0,20,0,0
55,4,219775,3,9,1,2,5,0,1,0,0,38,0,0
43,0,212894,3,9,1,1,4,0,0,0,0,40,0,0
23,0,260019,8,4,2,9,5,3,0,0,0,36,20,0
29,0,228075,3,9,2,8,5,0,0,0,0,35,20,0
22,0,239806,6,11,2,2,4,0,1,0,0,40,20,0
22,0,324637,1,10,2,3,3,0,0,0,0,42,0,0
25,0,163620,3,9,0,4,2,0,0,7298,0,84,0,1
29,0,194200,1,10,2,7,1,0,0,0,0,45,0,0
25,5,129200,1,10,2,10,3,4,0,0,0,40,0,0
33,3,207172,3,9,2,4,3,0,1,0,0,40,0,0
33,0,135312,0,13,2,5,3,0,0,0,0,40,0,1
31,0,100734,13,16,2,5,3,0,1,0,0,28,0,0
30,4,226443,10,14,0,5,2,0,0,0,1887,45,0,1
55,0,110871,0,13,0,3,2,0,0,0,0,40,0,0
36,0,192704,9,8,2,4,3,0,0,4650,0,50,0,0
47,8,224108,3,9,4,14,5,0,1,0,0,40,0,0
28,0,78870,0,13,2,3,3,0,0,8614,0,40,0,1
42,0,107762,10,14,0,5,2,0,0,0,0,40,0,1
51,0,183611,5,12,1,4,5,0,0,0,0,55,5,0
62,4,249078,0,13,1,5,3,4,1,0,0,40,0,0
65,2,208452,1,10,0,3,2,0,0,0,0,35,0,1
23,0,302195,0,13,0,5,2,0,0,0,0,40,0,0
60,8,199947,3,9,0,14,2,0,0,0,0,32,0,0
47,0,379118,8,4,0,1,2,4,0,0,0,60,0,1
50,2,174855,3,9,1,4,5,0,1,0,0,40,0,0
70,8,173736,0,13,0,14,2,0,0,0,0,6,0,0
32,1,39369,0,13,0,1,2,0,0,0,0,40,0,0
37,3,196348,1,10,0,7,2,0,0,0,0,40,0,0
31,0,340917,3,9,2,1,5,0,0,14344,0,40,0,1
76,0,97077,12,6,4,3,5,4,1,0,0,12,0,0
54,0,200098,0,13,1,3,3,4,1,0,0,60,0,0
32,3,127651,0,13,0,5,2,0,0,0,0,40,0,1
31,0,315128,1,10,2,8,3,0,1,0,0,52,0,0
31,3,206823,0,13,1,12,3,0,0,0,0,50,0,1
65,1,316093,4,15,1,5,3,0,0,0,1668,40,0,0
30,0,112115,3,9,0,7,2,0,0,0,0,60,22,1
63,8,203821,3,9,0,14,2,0,0,0,0,40,0,0
21,0,250051,1,10,2,5,1,0,1,0,0,10,0,0
40,3,298635,10,14,0,0,2,1,0,0,1902,40,15,1
26,5,109193,1,10,2,1,3,0,1,0,0,40,0,0
18,0,130849,2,7,2,2,1,0,1,0,0,8,0,0
34,4,43959,3,9,0,2,2,0,0,0,0,50,0,0
66,4,222810,1,10,1,2,4,0,1,7896,0,40,41,1
44,1,27242,1,10,2,9,1,0,0,0,0,60,0,0
30,0,53158,5,12,2,0,3,0,1,0,0,40,0,0
36,1,206520,0,13,2,1,1,0,0,0,0,40,0,0
31,0,164190,1,10,0,5,2,0,0,0,0,50,0,1
22,0,287988,1,10,2,3,3,0,0,0,0,20,0,0
28,8,200819,8,4,1,14,1,0,0,0,0,84,0,0
23,0,83891,3,9,2,3,1,1,0,0,0,40,0,0
49,0,65087,10,14,0,4,2,0,0,15024,0,50,0,1
39,1,363418,0,13,3,1,1,0,0,0,0,35,0,0
67,8,182378,0,13,0,14,2,0,0,9386,0,60,0,1
19,0,278870,1,10,2,6,1,0,0,0,0,16,0,0
30,0,174789,5,12,0,4,2,0,0,0,1848,50,0,1
25,0,228608,1,10,2,1,4,1,1,0,0,40,1,0
24,0,184400,3,9,2,10,1,1,0,0,0,30,41,0
46,0,263568,3,9,0,7,2,0,0,0,0,40,0,0
37,0,117381,10,14,0,5,2,0,0,0,0,45,0,0
41,3,83411,3,9,0,2,2,0,0,0,0,40,0,0
40,1,49156,1,10,0,5,2,0,0,0,0,20,0,0
44,0,421449,3,9,1,8,5,0,1,0,0,40,0,0
32,0,238944,3,9,0,7,2,0,0,0,0,40,0,0
58,0,188982,3,9,0,6,2,4,0,0,0,20,0,1
48,0,175925,3,9,0,7,2,0,0,0,0,48,0,0
34,0,164190,0,13,0,4,2,0,0,0,0,40,0,0
29,0,232914,6,11,2,8,1,4,1,0,0,40,0,0
46,2,120121,0,13,0,3,2,0,0,0,0,50,0,1
36,4,180805,3,9,2,10,3,1,0,0,0,40,0,0
59,4,161944,0,13,2,8,3,0,0,0,0,38,0,0
29,0,319149,9,8,0,10,2,0,0,0,0,40,20,0
50,8,22428,10,14,2,14,3,0,0,0,0,40,0,0
25,0,290528,3,9,0,7,2,0,0,0,0,40,0,0
27,0,123984,5,12,2,2,3,1,1,0,0,35,15,0
48,0,34186,3,9,0,9,2,0,0,0,0,70,0,0
51,3,282680,13,16,2,5,3,0,1,0,1564,70,0,1
36,0,183892,3,9,1,10,3,0,0,8614,0,45,0,1
42,4,195124,2,7,1,3,5,0,0,7430,0,50,3,1
49,5,55938,0,13,0,8,2,0,0,0,0,40,0,1
33,0,209900,1,10,2,0,1,0,0,0,0,20,0,0
40,0,179717,0,13,1,3,3,0,0,0,1564,60,0,1
26,0,150361,0,13,2,5,3,0,1,0,0,40,0,0
69,8,164102,3,9,1,14,3,0,1,0,0,40,0,1
59,0,252714,3,9,0,7,2,0,0,0,0,30,16,0
30,0,205204,3,9,2,8,1,0,1,0,0,40,0,0
31,4,168906,5,12,0,8,0,0,1,0,0,35,0,0
30,0,112115,0,13,0,4,2,0,0,0,0,50,0,1
27,0,116531,0,13,2,4,3,0,1,0,0,40,0,0
20,8,202994,1,10,2,14,1,0,1,0,0,16,0,0
56,0,191917,5,12,1,8,5,0,1,4101,0,40,0,0
24,0,341294,3,9,0,7,2,0,0,0,0,40,0,0
47,0,216734,0,13,1,3,5,0,1,0,0,50,0,0
51,0,182187,0,13,2,5,3,4,0,0,0,35,0,0
34,0,424988,3,9,0,1,2,0,0,0,0,45,0,0
47,0,379118,3,9,1,2,5,4,0,0,0,9,0,0
47,0,168232,1,10,0,8,2,0,0,0,0,44,0,1
20,0,147171,1,10,2,8,5,1,1,0,0,40,19,0
34,2,207668,3,9,0,1,2,0,0,0,0,54,41,1
31,0,193650,2,7,1,2,3,0,1,0,0,40,0,0
42,0,200187,6,11,1,2,5,0,1,0,0,32,0,0
52,0,188644,14,3,5,1,4,0,0,0,0,40,20,0
56,0,398067,3,9,4,8,3,0,1,0,0,40,0,0
53,0,29658,3,9,0,1,2,0,0,0,0,40,0,1
26,0,154966,1,10,0,3,2,0,0,0,0,50,0,1
81,0,364099,1,10,1,8,3,0,1,0,0,20,0,0
28,8,291374,12,6,2,14,5,4,1,0,0,40,0,0
57,3,97837,1,10,1,5,3,0,0,0,0,48,0,1
34,0,117983,3,9,2,8,3,0,1,0,0,40,0,0
31,8,345497,12,6,0,14,2,0,0,0,0,40,0,0
24,0,64167,6,11,2,0,5,4,1,0,0,40,0,0
20,0,315877,3,9,2,2,5,0,0,0,2001,40,0,0
68,3,232151,1,10,1,8,4,4,1,2346,0,40,0,0
60,0,225526,3,9,3,3,3,0,1,0,0,32,0,0
37,3,289653,1,10,0,1,2,0,0,0,0,40,0,0
25,0,179462,8,4,2,6,5,0,0,0,0,40,0,0
36,3,67317,3,9,0,8,2,0,0,0,0,40,0,0
45,0,77764,5,12,0,1,2,0,0,0,0,40,0,0
34,0,253438,1,10,0,4,2,0,0,0,0,60,0,1
31,0,150309,0,13,3,4,3,0,1,0,0,70,0,0
47,1,83064,0,13,0,9,2,0,0,0,0,60,0,0
60,1,376973,3,9,0,1,2,0,0,0,0,42,0,1
75,0,311184,0,13,0,4,2,0,0,0,0,24,0,0
43,4,159449,1,10,0,12,2,0,0,0,0,40,0,0
18,0,168288,3,9,2,6,1,0,0,0,0,40,0,0
25,0,74883,0,13,2,0,3,1,1,0,1092,40,15,0
20,0,275190,3,9,2,8,1,0,1,0,0,40,0,0
32,0,189838,3,9,2,3,3,0,1,0,0,50,0,0
57,2,101338,0,13,0,4,2,0,0,0,0,20,0,0
43,0,331894,1,10,0,10,2,0,0,0,0,60,0,1
18,1,40293,3,9,2,9,4,0,0,0,0,40,0,0
41,4,88904,0,13,3,5,5,4,1,0,0,40,0,0
48,0,145041,3,9,2,7,4,0,0,0,0,40,24,0
35,0,46385,3,9,0,10,2,0,0,5178,0,90,0,1
41,5,363591,6,11,0,4,2,0,0,0,0,40,0,0
23,0,183327,3,9,2,1,1,4,1,0,1594,20,0,0
32,5,182556,0,13,0,12,2,0,0,0,1887,45,0,1
33,0,267859,3,9,2,1,1,0,0,0,0,40,36,0
58,0,190747,3,9,0,7,2,0,0,0,0,40,0,0
22,0,162869,1,10,2,3,4,0,0,0,0,65,0,0
33,0,141229,1,10,1,2,3,0,1,0,0,50,0,0
42,1,174216,4,15,0,5,2,0,0,0,0,38,0,1
25,0,366416,3,9,2,8,1,0,1,0,0,40,0,0
39,0,172538,3,9,0,5,2,0,0,0,0,50,0,1
35,0,193026,0,13,0,3,2,0,0,0,0,45,0,1
50,0,184424,1,10,0,8,0,0,1,0,1902,38,0,1
49,4,337768,10,14,0,4,2,0,0,0,0,50,0,1
25,4,179059,0,13,2,5,1,0,0,0,0,40,0,0
47,3,99549,1,10,1,8,5,4,1,0,0,40,0,0
46,0,72619,1,10,0,4,0,0,1,0,0,40,0,1
42,5,55764,5,12,1,5,3,4,0,0,0,40,0,0
37,0,30267,2,7,2,10,3,0,0,0,0,60,0,1
25,0,308144,0,13,2,1,3,0,0,0,0,40,20,0
29,0,206351,12,6,0,1,2,0,0,5013,0,40,0,0
26,0,282304,1,10,2,3,3,0,0,0,0,45,0,0
26,8,176077,1,10,2,14,5,0,1,0,0,40,0,0
45,2,142719,0,13,0,4,2,0,0,0,0,40,0,1
34,0,114973,3,9,3,4,5,0,1,0,0,30,0,0
33,3,159548,5,12,2,8,5,4,1,0,0,40,0,0
43,0,91209,0,13,0,4,2,0,0,0,0,40,0,1
28,0,196564,3,9,0,1,2,0,0,0,0,45,0,0
51,1,149220,1,10,0,9,2,0,0,0,0,75,0,0
21,0,169699,1,10,2,2,3,0,1,0,0,35,0,0
23,0,218215,5,12,2,2,1,0,1,0,0,35,0,0
30,0,156718,3,9,2,0,3,0,1,0,0,40,0,0
46,0,55720,10,14,0,4,2,0,0,0,0,45,0,1
38,2,257250,3,9,2,9,3,0,0,0,0,50,0,0
20,0,194630,3,9,2,3,3,0,0,0,0,40,0,0
36,0,398931,0,13,0,5,2,0,0,0,1485,50,0,1
37,1,362062,4,15,0,5,2,0,0,99999,0,50,0,1
44,4,101593,10,14,2,5,3,0,0,0,1876,42,0,0
33,0,196266,3,9,0,1,2,0,0,0,0,40,0,1
45,4,197332,0,13,2,4,3,0,0,0,0,40,0,0
47,0,97842,1,10,0,1,2,0,0,0,0,40,0,0
54,0,86837,3,9,0,1,2,1,0,0,1902,40,0,1
17,0,57324,12,6,2,2,1,0,0,0,0,30,0,0
43,0,116852,3,9,0,4,0,0,1,0,0,36,21,1
45,0,154430,0,13,4,5,3,0,1,10520,0,50,0,1
37,0,38468,1,10,2,8,3,0,1,0,0,40,0,0
44,4,188808,6,11,0,1,2,0,0,0,0,40,0,1
55,4,177163,10,14,4,5,5,0,1,914,0,50,0,0
41,0,187322,3,9,0,7,2,0,0,0,0,48,0,0
23,0,107578,0,13,2,8,1,0,1,2174,0,40,0,0
38,0,168680,1,10,2,8,1,4,1,0,0,40,0,0
23,0,256755,0,13,2,6,4,0,1,0,0,40,12,0
35,0,360799,3,9,0,1,2,0,0,7298,0,40,0,1
18,0,188476,2,7,2,4,1,0,0,0,0,20,0,0
47,0,30457,6,11,0,2,2,0,0,0,0,40,0,0
25,0,252752,1,10,2,5,3,0,1,0,0,8,0,0
41,1,443508,3,9,0,4,2,0,0,0,0,50,0,0
23,0,244408,1,10,2,8,4,1,1,0,0,24,19,0
41,0,178983,3,9,0,8,0,0,1,0,0,40,0,0
26,0,143068,1,10,0,4,2,0,0,2407,0,50,0,0
30,4,247328,1,10,2,8,3,0,0,0,0,40,0,0
42,0,201732,1,10,0,3,2,0,0,0,0,40,0,1
35,0,246829,3,9,1,4,5,0,1,0,0,40,0,0
28,8,290267,0,13,2,14,3,0,0,0,0,18,0,0
29,0,119170,1,10,3,0,5,0,1,0,0,40,0,0
21,0,207923,1,10,5,8,1,0,1,0,0,15,0,0
48,5,170142,10,14,1,5,3,0,0,0,0,40,0,1
44,1,187164,3,9,1,10,5,0,0,0,0,60,0,0
34,4,303867,7,5,2,2,1,0,0,0,0,40,0,0
19,0,291429,3,9,2,2,1,0,1,0,0,25,0,0
32,0,213179,1,10,1,1,1,0,0,0,0,40,0,1
31,5,111843,5,12,3,2,5,4,1,0,0,40,0,0
25,0,297154,3,9,0,6,2,0,0,2407,0,40,0,0
47,3,68493,3,9,0,8,2,4,0,0,0,40,0,1
46,3,340718,2,7,4,8,3,0,1,0,0,40,0,0
18,0,194059,9,8,2,8,1,0,0,0,0,40,0,0
31,0,47296,1,10,0,8,0,0,1,0,1740,20,0,0
28,5,286310,3,9,0,8,1,0,1,0,0,40,0,0
38,0,207202,3,9,0,7,2,0,0,0,0,48,0,1
33,2,132601,3,9,0,1,2,0,0,0,0,40,0,1
17,8,139183,12,6,2,14,1,0,1,0,0,15,0,0
41,0,160785,6,11,0,4,2,0,0,0,0,40,0,1
46,0,117849,1,10,0,3,2,0,0,15024,0,40,0,1
38,4,225605,1,10,0,5,2,0,0,0,0,44,0,0
24,0,190290,0,13,2,3,3,0,0,0,0,60,0,0
49,0,164799,3,9,0,7,2,0,0,0,0,40,0,1
60,3,21876,1,10,1,5,3,2,1,0,0,40,0,0
44,0,160785,0,13,0,3,2,0,0,0,0,60,0,1
63,2,272425,6,11,0,4,2,0,0,0,0,40,0,1
40,0,168538,3,9,0,3,2,0,0,0,0,60,0,1
45,2,204205,1,10,0,4,2,0,0,0,0,50,0,1
49,0,142287,1,10,0,8,2,0,0,0,1902,50,0,1
36,0,169926,3,9,1,3,3,0,1,0,0,40,0,0
65,4,205024,3,9,0,2,2,0,0,0,0,8,0,0
41,0,374764,0,13,4,4,5,0,0,0,0,20,0,0
25,0,108779,10,14,3,2,1,0,1,0,0,40,0,0
20,8,293136,1,10,2,14,1,0,1,0,0,35,0,0
60,0,227332,6,11,4,8,3,0,0,0,0,40,0,0
17,4,246308,2,7,2,5,1,0,1,0,0,20,3,0
28,0,51331,5,12,0,4,0,0,1,0,0,16,0,1
31,0,153078,5,12,2,1,1,3,0,0,0,50,0,0
47,0,169180,10,14,2,5,3,0,1,0,0,35,0,0
45,1,193451,1,10,0,10,2,0,0,0,0,45,0,0
51,0,305147,0,13,2,5,3,0,0,0,0,40,0,0
23,0,138892,3,9,2,7,1,4,0,0,0,40,0,0
44,1,402397,10,14,0,4,0,0,1,0,1902,60,0,1
34,0,223267,3,9,2,4,4,0,0,0,0,50,0,0
19,0,29250,1,10,2,5,1,0,0,0,0,10,0,0
51,8,203953,3,9,0,14,2,0,0,0,0,40,0,1
46,5,29696,3,9,0,10,2,0,0,0,0,40,0,0
30,0,315640,13,16,0,5,2,1,0,0,1977,40,11,1
37,0,632613,12,6,0,9,2,0,0,0,0,35,20,0
56,0,282023,4,15,0,5,2,0,0,0,0,45,0,1
29,0,77760,3,9,0,8,2,0,0,0,0,45,0,0
46,1,148599,10,14,0,1,2,0,0,0,0,50,0,1
55,0,414994,3,9,0,1,2,0,0,0,0,40,0,0
45,0,339863,0,13,1,3,3,0,0,8614,0,48,0,1
34,0,499249,3,9,5,6,3,0,0,0,0,40,31,0
