age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,50K
3080,63,0,287972,0,13,4,2,4,4,1,0,0,20,0,0
3081,46,0,200569,3,9,0,3,0,0,1,0,0,40,0,0
3082,62,4,117292,10,14,2,5,3,0,1,8614,0,45,0,1
3083,64,8,223075,0,13,1,14,3,0,1,0,0,8,0,0
3084,54,0,175339,3,9,0,3,2,0,0,0,0,50,0,0
3085,22,2,333197,3,9,2,4,1,0,0,0,2205,45,0,0
3086,61,0,53707,8,4,0,10,2,0,0,0,0,50,0,0
3087,73,0,39212,3,9,4,2,3,0,1,0,0,20,0,0
3088,52,0,228500,3,9,0,1,2,0,0,0,0,40,0,0
3089,24,0,234663,3,9,2,6,1,0,0,0,0,60,0,0
3090,52,8,88073,0,13,1,14,3,0,1,0,0,40,0,0
3091,35,0,420040,3,9,1,8,3,0,0,0,0,40,0,0
3092,41,0,126517,1,10,3,3,5,4,1,0,0,20,0,0
3093,31,0,238002,0,13,0,10,2,0,0,0,0,55,20,0
3094,53,5,21412,1,10,0,2,2,0,0,0,0,40,0,0
3095,25,0,147804,3,9,0,10,2,0,0,0,0,60,0,0
3096,19,0,222445,1,10,2,8,1,0,1,0,0,10,0,0
3097,36,0,126675,0,13,0,5,2,0,0,0,0,45,0,1
3098,42,0,301080,3,9,1,8,5,0,1,0,0,40,0,0
3099,45,0,382532,13,16,0,5,2,0,0,0,0,50,0,1
3100,33,0,232356,2,7,0,1,2,0,0,0,0,45,0,1
3101,26,0,167350,1,10,0,7,2,0,0,3137,0,50,0,0
3102,28,8,375703,3,9,1,14,4,4,1,0,1721,40,0,0
3103,33,0,252708,9,8,2,3,4,0,1,0,0,40,20,0
3104,33,0,186824,2,7,0,1,2,0,0,0,0,40,0,0
3105,36,0,176101,1,10,0,6,2,0,0,0,0,40,0,0
3106,21,0,175121,1,10,2,9,1,0,0,0,0,40,0,0
3107,17,0,355850,2,7,2,10,1,0,0,0,1602,15,0,0
3108,45,0,180931,6,11,0,1,2,0,0,0,0,35,0,0
3109,45,5,30219,1,10,0,12,2,0,0,0,0,40,0,1
3110,41,3,350387,10,14,0,1,2,0,0,0,0,60,7,1
3111,24,0,194247,0,13,2,3,3,0,0,0,0,40,0,0
3112,57,0,137653,3,9,0,8,0,0,1,0,0,40,0,0
3113,48,0,131762,3,9,2,2,3,0,1,0,0,30,0,0
3114,31,1,283587,3,9,0,4,2,0,0,0,0,50,0,1
3115,33,2,218164,1,10,0,1,2,0,0,7298,0,55,0,1
3116,41,0,287581,0,13,0,4,2,0,0,7688,0,45,0,1
3117,41,0,281725,14,3,1,7,3,0,1,0,0,40,20,0
3118,63,0,50120,3,9,0,3,2,0,0,0,1573,25,0,0
3119,39,0,156667,3,9,2,2,3,0,0,0,0,18,0,0
3120,28,0,566066,1,10,2,8,3,4,1,0,0,45,0,0
3121,42,0,121352,0,13,0,5,2,0,0,0,0,80,41,1
3122,18,0,260977,9,8,2,3,1,0,1,0,0,20,0,0
3123,22,0,90860,1,10,2,8,1,1,1,0,0,40,0,0
3124,42,0,218302,3,9,0,3,2,0,0,0,0,55,0,0
3125,47,0,170142,3,9,0,7,2,0,0,0,0,50,0,0
3126,33,4,171889,3,9,1,10,5,0,1,0,0,43,0,0
3127,34,0,193172,3,9,2,3,1,0,1,0,0,35,0,0
3128,18,0,164134,3,9,2,0,1,0,1,0,0,10,0,0
3129,66,0,204283,8,4,0,10,2,4,0,0,0,40,0,0
3130,51,8,81169,3,9,3,14,5,0,1,0,0,38,0,0
3131,39,0,92143,6,11,0,4,0,0,1,7688,0,55,0,1
3132,35,0,181099,12,6,0,1,2,0,0,0,0,40,0,0
3133,56,5,102791,3,9,1,8,1,0,1,0,0,35,0,0
3134,46,4,364548,10,14,0,5,2,0,0,0,1977,42,0,1
3135,21,2,153516,1,10,2,1,1,0,0,0,0,40,0,0
3136,58,1,189528,3,9,0,3,2,0,0,0,0,84,0,0
3137,66,4,154171,1,10,4,7,3,0,0,0,0,20,0,0
3138,25,0,90752,0,13,2,3,1,0,1,0,0,30,0,0
3139,57,0,278763,6,11,5,4,3,0,1,0,0,47,0,0
3140,28,0,253581,1,10,2,8,3,0,1,0,0,40,0,0
3141,38,0,59660,6,11,0,0,2,0,0,0,0,50,0,1
3142,57,1,170988,3,9,0,10,2,0,0,0,0,55,0,0
3143,18,8,160984,2,7,2,14,1,0,1,0,0,6,0,0
3144,24,0,493732,11,2,2,9,1,0,1,0,0,40,20,0
3145,36,0,325802,3,9,3,3,3,0,1,0,0,40,0,0
3146,42,0,196344,1,10,0,9,2,0,0,0,0,40,31,0
3147,32,5,316589,10,14,0,4,2,0,0,0,0,40,0,1
3148,35,2,365739,3,9,0,1,2,0,0,0,0,50,0,0
3149,40,0,309990,1,10,3,2,5,0,1,0,0,40,0,0
3150,26,0,241852,9,8,2,1,5,0,0,0,0,40,0,0
3151,41,0,184105,3,9,0,4,2,0,0,0,0,55,0,1
3152,50,0,134680,3,9,2,2,3,0,0,0,0,40,0,0
3153,20,0,274545,1,10,2,8,1,0,1,0,0,10,0,0
3154,36,0,207853,0,13,0,3,2,0,0,15024,0,65,0,1
3155,25,0,284061,1,10,2,0,3,0,0,0,0,45,0,0
3156,62,0,186446,1,10,1,0,5,0,1,0,0,43,0,0
3157,22,0,255575,3,9,2,2,3,0,1,0,0,35,0,0
3158,52,3,302661,5,12,4,4,5,0,0,13550,0,40,0,1
3159,52,0,148509,12,6,5,5,4,1,0,0,0,45,41,0
3160,48,0,211239,10,14,0,4,2,0,0,0,2415,60,0,1
3161,70,0,50468,3,9,1,6,3,0,0,0,3175,15,0,0
3162,41,0,316820,0,13,1,3,3,0,0,0,0,40,0,1
3163,21,0,145964,1,10,0,1,2,0,0,7298,0,60,0,1
3164,39,0,185084,1,10,0,7,2,0,0,0,0,55,0,0
3165,29,0,183111,6,11,2,10,1,0,0,0,0,60,0,0
3166,28,0,63042,3,9,2,8,1,0,0,0,0,35,0,0
3167,31,0,339738,3,9,0,10,4,4,0,0,0,40,0,0
3168,23,0,273049,8,4,0,9,2,0,0,0,0,20,0,0
3169,54,5,239256,1,10,0,8,2,0,0,0,0,40,0,0
3170,73,1,110102,3,9,4,9,3,0,0,0,1668,77,0,0
3171,29,5,165764,0,13,0,5,0,4,1,0,0,35,0,0
3172,22,0,152744,1,10,2,8,3,1,1,0,0,10,0,0
3173,57,4,212303,10,14,0,4,2,0,0,0,0,40,0,1
3174,41,1,118544,3,9,0,1,2,0,0,0,0,32,0,0
3175,39,0,269548,11,2,0,6,2,0,0,0,0,70,20,0
3176,25,5,319303,1,10,1,2,5,0,0,0,2472,40,0,1
3177,74,6,216001,8,4,0,9,2,0,0,0,0,20,0,0
3178,45,0,205816,3,9,0,2,0,0,1,0,0,40,0,1
3179,18,0,427437,3,9,2,3,1,4,1,0,0,40,0,0
3180,24,0,198259,0,13,2,4,1,0,1,0,0,40,0,0
3181,45,0,54314,7,5,2,2,3,0,0,0,0,20,0,0
3182,32,0,195744,3,9,2,1,3,0,0,0,0,40,0,0
3183,53,4,294547,1,10,1,12,3,0,0,0,0,48,0,0
3184,50,0,77521,2,7,2,11,5,0,1,0,0,40,0,0
3185,35,0,288158,3,9,0,1,2,0,0,0,0,40,0,0
3186,24,0,125010,0,13,2,8,1,0,1,0,0,45,0,0
3187,32,0,80945,3,9,0,7,2,0,0,0,0,40,32,1
3188,21,0,33016,12,6,2,7,1,0,0,0,0,25,0,0
3189,42,0,388725,10,14,1,3,3,0,0,0,0,50,0,1
3190,37,4,347136,1,10,1,8,3,0,1,0,0,44,0,0
3191,53,2,158294,6,11,0,9,2,0,0,99999,0,75,0,1
3192,34,0,362787,12,6,5,2,5,4,1,0,0,30,0,0
3193,29,0,39388,3,9,1,3,3,0,0,0,0,40,0,0
3194,55,0,322691,10,14,4,4,1,0,0,0,0,62,0,1
3195,29,0,31659,1,10,2,1,3,0,0,2202,0,45,0,0
3196,70,0,176940,1,10,2,8,3,0,1,0,0,16,0,0
3197,26,4,189027,3,9,0,10,2,0,0,0,0,40,0,0
3198,51,0,98719,3,9,1,6,5,0,0,0,0,40,0,0
3199,58,0,172238,3,9,4,4,5,0,1,0,0,50,0,0
3200,23,8,170456,1,10,2,14,1,0,0,0,0,5,0,0
3201,27,0,129009,0,13,2,4,3,0,1,0,0,55,0,0
3202,17,0,247580,9,8,2,6,1,0,0,0,0,18,0,0
3203,29,0,204516,0,13,1,5,3,0,0,0,0,52,0,0
3204,26,0,192652,0,13,2,4,3,0,0,0,0,20,0,0
3205,31,0,336543,3,9,0,4,2,1,0,0,0,45,0,1
3206,29,8,143938,3,9,3,14,5,4,1,0,0,40,0,0
3207,22,0,272591,12,6,2,7,3,0,0,0,0,30,0,0
3208,28,4,312372,3,9,2,6,4,4,0,0,0,40,0,0
3209,28,4,172270,1,10,1,8,5,0,1,0,0,45,0,0
3210,20,0,342414,1,10,2,10,1,0,0,0,0,24,0,0
3211,58,0,123886,3,9,2,3,4,4,1,0,0,40,0,0
3212,23,0,398130,3,9,1,3,3,0,0,0,0,96,0,0
3213,34,0,142989,0,13,0,5,2,0,0,0,0,40,0,0
3214,32,0,331539,3,9,2,1,3,3,0,0,0,40,0,0
3215,19,0,225156,7,5,0,1,2,0,0,0,0,45,0,0
3216,18,8,311863,3,9,2,14,1,0,0,0,0,40,0,0
3217,35,4,170682,2,7,0,5,0,4,1,0,0,32,0,0
3218,21,0,96178,3,9,2,2,1,0,1,0,0,40,0,0
3219,20,8,37932,1,10,2,14,1,0,0,0,0,30,0,0
3220,49,0,198126,8,4,2,9,3,0,0,0,0,40,0,0
3221,34,0,344275,10,14,2,5,3,0,0,0,0,60,41,1
3222,37,0,112497,0,13,0,3,2,0,0,0,0,60,0,0
3223,36,0,178487,3,9,2,10,3,0,0,0,1669,40,0,0
3224,44,0,55395,6,11,0,12,2,0,0,0,0,40,0,0
3225,39,4,131239,10,14,0,5,2,0,0,0,0,40,0,0
3226,36,1,104772,0,13,0,5,2,0,0,3908,0,40,0,0
3227,53,0,427320,0,13,1,2,3,4,0,3325,0,40,0,0
3228,34,8,73296,2,7,2,14,3,4,1,0,0,40,0,0
3229,24,0,216853,3,9,0,4,2,0,0,0,0,37,0,0
3230,40,0,259757,1,10,0,3,2,0,0,0,0,50,0,0
3231,47,0,200734,3,9,3,11,3,4,1,0,0,50,32,0
3232,19,8,87515,3,9,2,14,1,0,0,0,0,44,5,0
3233,18,0,161245,2,7,2,2,1,0,0,0,0,8,0,0
3234,32,0,262024,3,9,2,2,1,4,0,0,0,38,0,0
3235,21,0,287681,3,9,2,7,1,0,0,0,0,40,20,0
3236,27,0,303601,9,8,0,9,2,0,0,0,0,40,0,0
3237,58,8,365410,1,10,3,14,4,0,1,0,0,99,0,0
3238,29,1,394356,3,9,0,9,2,0,0,0,0,40,0,0
3239,34,0,263150,1,10,0,4,0,0,1,0,0,45,0,1
3240,45,5,86618,10,14,2,4,3,0,1,0,0,50,0,1
3241,43,0,120277,0,13,2,5,1,0,0,0,0,45,0,0
3242,63,3,90393,1,10,0,8,2,0,0,0,0,48,0,0
3243,26,2,79078,3,9,2,9,3,0,0,0,0,50,0,0
3244,42,5,197344,3,9,0,7,2,0,0,0,0,40,0,0
3245,21,0,120998,1,10,2,5,3,0,0,0,0,20,0,0
3246,36,0,37522,0,13,0,3,2,0,0,15024,0,50,0,1
3247,44,0,96321,1,10,0,5,2,0,0,0,0,40,0,1
3248,18,0,217302,3,9,2,2,3,0,0,0,0,30,0,0
3249,69,0,137109,12,6,1,2,3,0,1,0,0,16,0,0
3250,40,0,227823,5,12,1,8,1,0,1,0,0,70,0,0
3251,37,0,22149,3,9,2,2,1,2,0,0,0,18,0,0
3252,39,0,176900,3,9,0,10,2,0,0,0,0,60,0,1
3253,57,0,154368,0,13,0,4,2,0,0,0,0,50,0,1
3254,28,0,183445,3,9,3,11,1,0,1,0,0,40,31,0
3255,23,0,193537,3,9,2,8,1,4,0,0,0,20,0,0
3256,20,0,313873,3,9,2,10,1,0,0,0,0,30,0,0
3257,46,0,34186,3,9,0,6,2,0,0,0,0,40,0,0
3258,44,5,271807,10,14,1,5,3,0,0,0,0,16,0,0
3259,67,8,46449,0,13,0,14,2,0,0,0,0,10,0,0
3260,31,0,128065,3,9,0,3,2,0,0,0,0,50,0,0
3261,24,0,176486,0,13,2,2,3,0,1,0,0,40,0,0
3262,54,0,191072,0,13,1,6,3,0,0,0,0,35,0,0
3263,28,0,34452,6,11,0,1,2,0,0,0,0,50,0,0
3264,30,5,123253,0,13,0,5,2,0,0,0,0,45,0,0
3265,42,0,113461,3,9,1,7,3,0,0,0,0,40,0,0
3266,17,0,116267,9,8,2,1,1,0,0,0,0,15,29,0
3267,32,0,30433,0,13,2,0,4,0,1,0,0,72,0,0
3268,25,0,198512,0,13,2,4,3,0,1,0,0,40,0,0
3269,49,2,131826,4,15,4,5,5,0,0,99999,0,50,0,1
3270,35,0,129764,3,9,0,10,2,0,0,0,0,45,0,0
3271,32,0,49398,0,13,3,5,3,0,0,10520,0,40,0,1
3272,17,4,292285,2,7,2,5,1,0,1,0,0,25,0,0
3273,61,3,91726,10,14,0,0,0,0,1,0,0,40,0,1
3274,56,0,178282,3,9,4,1,5,0,0,0,0,40,0,0
3275,50,0,227458,3,9,2,4,5,0,0,0,0,51,0,0
3276,32,0,183470,6,11,0,1,2,2,0,0,0,42,0,0
3277,41,0,275446,1,10,3,7,3,4,0,0,0,40,0,0
3278,41,0,328013,10,14,2,5,3,4,0,0,0,65,0,0
3279,19,0,382688,12,6,2,6,3,0,0,0,0,20,0,0
3280,18,0,122988,3,9,2,6,1,0,0,0,0,20,0,0
3281,25,0,175537,0,13,2,8,1,4,1,0,0,40,0,0
3282,21,0,256278,3,9,2,2,4,3,1,0,0,35,36,0
3283,34,0,161153,0,13,0,5,2,0,0,0,0,40,0,1
3284,31,0,48189,7,5,0,9,2,0,0,0,0,65,0,0
3285,36,0,186531,3,9,0,1,2,0,0,0,0,60,0,0
3286,19,0,96866,1,10,2,2,4,0,1,0,0,30,0,0
3287,35,0,117555,5,12,0,7,2,0,0,0,0,45,0,0
3288,18,8,98549,3,9,2,14,1,0,1,0,1602,35,0,0
3289,39,0,101782,3,9,1,3,3,0,1,0,0,40,0,0
3290,30,0,234753,6,11,0,4,0,0,1,0,0,34,0,1
3291,59,0,59469,0,13,0,1,2,0,0,0,0,50,0,1
3292,28,0,614113,1,10,3,8,5,4,1,0,0,30,0,0
3293,47,0,203505,13,16,2,5,1,0,1,0,0,23,0,0
3294,27,0,128365,0,13,2,5,1,0,0,0,0,40,0,0
3295,56,0,36990,3,9,0,1,2,4,0,0,0,52,0,1
3296,18,0,303240,3,9,2,3,1,0,1,0,0,20,0,0
3297,76,8,217043,12,6,0,14,2,0,0,0,0,15,0,0
3298,56,0,176079,3,9,0,8,0,0,1,15024,0,24,0,1
3299,40,2,266047,0,13,2,4,3,0,0,0,0,65,0,1
3300,39,2,285890,1,10,0,5,2,4,0,0,0,40,28,1
3301,24,0,70261,3,9,2,2,1,0,0,0,0,40,0,0
3302,23,0,214236,3,9,2,8,3,0,1,0,0,40,0,0
3303,36,1,143385,3,9,0,9,2,0,0,0,0,60,0,0
3304,55,0,150507,1,10,0,8,2,0,0,0,0,40,0,0
3305,23,0,292264,1,10,0,3,2,0,0,0,0,40,0,0
3306,39,2,110861,0,13,0,3,2,0,0,0,0,50,0,1
3307,32,0,225064,3,9,1,1,1,0,0,0,0,40,0,0
3308,32,0,154120,3,9,0,2,2,0,0,0,0,40,37,0
3309,17,0,34465,2,7,2,6,1,0,0,0,0,32,0,0
3310,29,0,89598,0,13,0,4,0,0,1,0,2057,35,0,0
3311,54,0,183668,3,9,0,6,2,0,0,0,0,40,0,0
3312,37,0,189382,5,12,1,8,3,0,1,0,1504,40,0,0
3313,67,8,165103,0,13,0,14,2,0,0,0,2174,50,0,1
3314,48,0,44216,10,14,2,8,3,0,1,0,0,20,0,0
3315,17,0,150471,12,6,2,2,1,0,1,0,0,25,0,0
3316,41,0,32627,3,9,1,2,3,0,0,0,0,40,0,0
3317,43,1,153109,5,12,1,4,5,0,1,0,0,60,0,0
3318,29,0,352451,3,9,2,7,5,4,1,0,0,40,0,0
3319,43,0,176716,0,13,0,10,2,0,0,0,0,70,0,1
3320,46,3,171850,3,9,1,4,3,0,0,0,0,42,0,0
3321,42,0,260496,3,9,2,7,1,4,1,0,0,40,0,0
3322,36,0,154410,0,13,0,3,2,0,0,0,1902,40,0,1
3323,31,1,23500,3,9,0,1,2,0,0,0,0,75,0,0
3324,60,0,178312,2,7,0,3,2,0,0,0,1902,70,0,1
3325,50,0,62593,6,11,0,9,2,1,0,0,0,40,0,1
3326,30,0,123291,1,10,3,7,3,0,0,0,0,40,0,0
3327,22,0,313817,3,9,0,10,2,0,0,0,0,50,0,0
3328,57,5,229270,0,13,0,4,2,3,0,0,1579,37,0,0
3329,43,0,212027,0,13,1,5,3,4,0,0,0,38,0,0
3330,58,0,259532,1,10,0,10,2,0,0,0,0,70,0,0
3331,26,4,213258,0,13,2,5,1,0,0,0,0,40,0,0
3332,26,0,316337,1,10,0,7,2,2,0,0,0,40,0,0
3333,38,0,179123,1,10,2,4,3,0,1,0,0,50,0,1
3334,26,0,191765,0,13,2,5,3,0,0,0,0,40,33,0
3335,59,2,188877,3,9,0,3,2,0,0,0,0,50,0,1
3336,41,0,55395,1,10,5,2,5,0,0,0,0,40,0,0
3337,21,0,161051,1,10,2,0,1,4,1,0,0,4,0,0
3338,30,0,241844,3,9,3,6,1,4,0,0,0,40,0,0
3339,36,0,232142,1,10,0,6,2,0,0,0,0,80,0,0
3340,43,0,311534,1,10,0,1,2,0,0,0,0,44,0,1
3341,68,1,128986,8,4,0,9,2,0,0,0,0,30,0,0
3342,18,0,67019,3,9,2,2,3,0,1,0,0,30,0,0
3343,23,0,208826,0,13,2,4,5,0,1,0,0,30,0,0
3344,43,0,256813,10,14,0,5,2,0,0,0,1902,40,0,1
3345,44,0,160919,3,9,1,2,5,0,1,0,0,30,0,0
3346,43,0,107584,1,10,0,3,2,0,0,0,0,55,0,0
3347,59,2,159472,3,9,0,3,2,0,0,0,0,40,0,0
3348,35,0,408318,8,4,5,2,3,0,0,0,0,25,20,0
3349,61,0,194956,3,9,0,7,2,0,0,0,0,40,0,1
3350,52,5,21764,1,10,0,4,2,0,0,0,0,60,0,1
3351,37,0,277347,3,9,0,1,2,0,0,0,0,40,0,1
3352,57,0,104455,1,10,5,3,1,1,1,0,0,90,0,1
3353,30,0,117584,10,14,2,5,3,4,1,0,0,20,0,0
3354,38,0,131288,6,11,2,9,3,0,0,0,0,50,0,0
3355,46,0,99014,1,10,1,2,1,0,1,0,0,35,0,0
3356,22,0,141003,3,9,2,2,1,0,0,0,0,40,0,0
3357,64,0,344014,1,10,1,0,5,4,1,0,1741,40,0,0
3358,45,0,175600,6,11,1,3,3,0,0,0,0,50,0,0
3359,31,4,240504,1,10,0,12,2,4,0,0,1902,50,0,1
3360,20,0,174436,3,9,2,1,1,0,0,0,0,60,0,0
3361,29,0,194869,1,10,2,3,3,0,0,0,0,35,0,0
3362,23,0,164901,1,10,2,4,1,0,0,0,0,20,0,0
3363,62,0,72886,0,13,0,4,2,0,0,0,0,40,0,0
3364,41,2,130126,1,10,0,9,2,0,0,0,0,60,0,1
3365,42,2,196514,0,13,2,5,3,0,0,0,0,40,0,0
3366,31,0,103651,0,13,0,4,2,0,0,0,0,45,0,1
3367,25,0,261419,0,13,2,3,1,0,0,0,0,50,0,0
3368,61,0,206339,12,6,2,10,3,0,0,0,0,40,0,0
3369,27,0,445365,0,13,2,8,3,0,0,0,0,40,0,0
3370,40,0,227466,3,9,0,10,2,4,0,0,0,50,0,0
3371,49,0,96854,3,9,1,2,5,0,0,0,0,40,0,0
3372,21,0,163595,1,10,2,1,3,0,0,0,0,45,0,0
3373,22,5,181096,0,13,2,5,1,4,0,0,0,20,0,0
3374,24,0,95984,6,11,2,3,3,0,0,0,0,55,0,0
3375,37,0,472517,6,11,1,2,3,0,1,0,0,4,0,0
3376,46,4,60751,6,11,0,4,2,0,0,0,0,40,0,1
3377,35,0,107302,0,13,0,3,2,0,0,0,0,40,0,1
3378,41,0,106501,5,12,0,4,2,0,0,7688,0,50,0,1
3379,23,0,32732,1,10,2,7,3,0,0,0,0,40,0,0
3380,34,2,174789,3,9,0,3,2,0,0,0,0,60,0,0
3381,39,0,301628,1,10,0,4,0,0,1,0,0,40,0,1
3382,29,0,27436,3,9,1,2,3,0,1,0,0,35,0,0
3383,24,0,93977,3,9,0,7,2,0,0,0,0,40,0,0
3384,54,0,139127,3,9,1,2,3,0,1,0,0,40,0,0
3385,28,0,258231,1,10,2,3,3,0,1,0,0,40,0,0
3386,25,1,136309,2,7,2,3,1,0,0,0,0,40,0,0
3387,50,0,266433,1,10,1,0,3,0,1,0,0,40,0,0
3388,59,0,140363,3,9,0,1,2,0,0,0,0,42,0,1
3389,58,0,179715,0,13,0,5,2,0,0,0,0,47,0,1
3390,55,0,204816,1,10,0,4,2,0,0,0,0,40,0,1
3391,58,0,35520,1,10,0,6,2,0,0,7688,0,40,0,1
3392,46,0,101320,0,13,3,5,5,0,1,0,0,42,0,1
3393,40,0,210857,1,10,0,4,2,0,0,0,1902,50,0,1
3394,40,1,60949,6,11,0,1,2,0,0,0,0,40,0,0
3395,57,4,139095,3,9,1,8,5,0,1,0,0,40,0,0
3396,46,0,233493,3,9,0,7,2,0,0,0,1579,40,0,0
3397,36,0,176249,3,9,2,1,3,0,0,0,1590,40,0,0
3398,29,0,187746,1,10,2,2,1,0,1,0,0,40,0,0
3399,32,0,49593,3,9,2,8,3,4,1,0,0,40,0,0
3400,24,1,240160,3,9,2,1,3,0,0,0,0,35,0,0
3401,63,0,76286,10,14,0,5,2,3,0,0,0,40,7,1
3402,23,0,65225,1,10,2,2,1,0,1,0,0,15,0,0
3403,36,0,225330,3,9,1,2,5,0,1,0,0,40,0,0
3404,31,0,101562,0,13,2,3,3,0,1,0,0,50,0,1
3405,52,1,27539,1,10,0,9,2,0,0,7688,0,72,0,1
3406,60,4,227311,12,6,1,8,5,0,1,0,0,40,0,0
3407,29,8,51260,3,9,2,14,3,4,0,0,0,40,0,0
3408,31,0,256609,3,9,5,6,3,0,0,0,0,40,20,0
3409,35,4,123939,3,9,2,8,3,0,1,0,0,40,0,0
3410,24,3,203182,0,13,2,4,3,0,1,2174,0,40,0,0
3411,38,0,111128,1,10,1,8,1,0,0,0,0,40,0,0
3412,42,0,112451,3,9,2,2,3,2,0,0,0,40,0,0
3413,44,8,177461,1,10,1,14,5,2,0,0,0,50,0,0
3414,24,0,332155,3,9,2,6,4,0,0,0,0,20,0,0
3415,42,4,178983,0,13,1,5,5,0,1,0,0,37,0,0
3416,54,0,199392,14,3,1,7,4,0,1,0,0,40,32,0
3417,19,0,311015,3,9,2,2,3,0,0,0,0,40,0,0
3418,20,0,126038,1,10,2,2,1,0,1,0,0,20,0,0
3419,21,0,402124,6,11,2,7,3,0,0,0,0,40,0,0
3420,30,0,198660,3,9,0,6,2,0,0,0,0,40,0,0
3421,26,8,228457,2,7,2,14,3,0,0,0,0,40,0,0
3422,34,2,223267,3,9,0,1,2,0,0,2829,0,78,0,0
3423,22,1,249046,1,10,2,2,1,0,0,0,0,35,0,0
3424,45,1,127948,0,13,0,4,2,0,0,0,0,40,0,0
3425,32,0,154785,1,10,2,8,5,1,1,0,0,40,11,0
3426,28,0,248404,1,10,2,4,3,0,0,0,0,60,0,0
3427,31,0,137978,0,13,0,4,2,0,0,0,0,40,0,0
3428,40,0,144778,3,9,0,4,2,0,0,0,0,50,0,1
3429,30,0,133250,1,10,0,1,2,0,0,0,0,50,0,0
3430,28,0,402771,6,11,2,4,3,0,1,0,0,23,0,0
3431,47,8,97075,3,9,1,14,5,0,1,0,0,40,0,0
3432,21,0,116234,1,10,2,7,3,0,0,0,0,44,0,0
3433,25,4,262818,0,13,2,5,1,0,0,0,0,35,31,0
3434,47,0,138342,3,9,0,1,2,0,0,0,0,50,0,0
3435,50,0,123374,0,13,0,5,2,0,0,0,0,50,0,1
3436,23,0,202373,3,9,2,3,1,4,0,0,0,20,0,0
3437,54,1,180522,3,9,0,3,2,0,0,0,0,70,0,0
3438,24,4,140647,3,9,2,2,1,4,0,0,0,36,0,0
3439,50,0,136898,6,11,4,4,5,0,1,0,0,55,41,0
3440,29,0,140927,0,13,0,8,2,0,0,0,0,40,0,0
3441,36,0,114055,6,11,2,5,5,0,1,3325,0,40,0,0
3442,46,0,114222,6,11,1,4,3,0,0,0,0,40,0,0
3443,39,2,51089,0,13,0,5,2,0,0,0,0,30,0,0
3444,46,0,37353,1,10,0,6,2,0,0,0,0,45,0,0
3445,36,4,379672,6,11,1,4,5,0,1,0,0,60,0,0
3446,64,0,130727,3,9,4,8,3,0,1,2174,0,37,0,0
3447,51,0,172046,0,13,0,4,2,0,0,0,0,45,0,1
3448,57,0,228764,6,11,1,7,3,4,0,0,0,40,0,0
3449,21,0,376393,3,9,2,8,1,0,1,0,0,25,0,0
3450,53,0,185283,3,9,0,1,2,0,0,0,0,45,0,1
3451,61,1,195789,10,14,0,4,2,0,0,0,0,30,0,0
3452,50,0,243115,3,9,5,8,4,0,1,0,0,40,0,0
3453,74,0,147558,1,10,1,3,3,0,1,7262,0,30,0,1
3454,22,5,62865,1,10,2,8,3,0,1,0,0,8,0,0
3455,25,1,275197,3,9,2,9,1,0,0,0,0,40,0,0
3456,63,1,124015,10,14,3,5,3,0,0,0,0,40,0,1
3457,38,2,282951,1,10,1,5,3,0,0,0,0,40,0,0
3458,46,0,105253,10,14,0,5,2,0,0,0,1977,50,0,1
3459,31,0,119164,3,9,2,4,4,0,0,0,0,40,41,0
3460,35,1,263081,1,10,2,2,3,4,0,0,0,84,0,0
3461,54,0,96062,0,13,0,5,2,0,0,0,0,40,0,0
3462,50,0,44942,3,9,0,7,2,0,0,0,1848,48,0,1
3463,37,3,127879,1,10,2,4,1,4,1,0,0,40,0,0
3464,37,0,109633,3,9,1,2,3,0,1,0,0,40,0,0
3465,29,0,109404,0,13,2,3,3,0,0,0,0,50,0,0
3466,56,0,126677,3,9,0,7,2,0,0,3103,0,40,0,1
3467,52,0,101113,3,9,0,10,2,0,0,0,0,66,0,1
3468,40,0,117523,0,13,2,4,3,0,1,0,0,40,29,0
3469,29,0,183523,10,14,0,5,2,0,0,0,1977,40,0,1
3470,46,1,311231,3,9,0,9,2,0,0,0,0,40,0,0
3471,49,0,459556,6,11,0,1,2,4,0,0,0,50,0,0
3472,37,0,95551,1,10,1,3,3,0,1,0,0,45,0,0
3473,36,0,126675,0,13,0,1,2,0,0,0,0,35,0,0
3474,32,0,200246,1,10,0,1,2,0,0,0,0,40,0,1
3475,53,0,108435,3,9,0,0,2,0,0,0,0,40,16,0
3476,18,0,141332,2,7,2,3,1,4,0,0,0,8,0,0
3477,48,0,117310,3,9,0,8,0,0,1,0,0,20,0,0
3478,26,0,182380,3,9,1,1,3,0,0,0,0,40,0,0
3479,64,8,226878,10,14,0,14,0,4,1,9386,0,50,18,1
3480,49,0,123807,3,9,3,8,5,4,1,0,0,40,0,0
3481,41,0,109539,3,9,2,3,3,0,1,0,0,40,0,0
3482,20,4,38455,1,10,2,1,3,0,0,0,0,10,0,0
3483,56,0,294209,3,9,1,5,3,0,1,0,0,48,0,0
3484,33,0,130215,1,10,0,6,2,4,0,0,0,35,41,0
3485,29,0,285294,5,12,2,8,5,4,1,0,0,40,0,0
3486,29,0,168221,3,9,0,7,2,0,0,0,0,40,0,0
3487,55,0,288907,3,9,1,1,3,0,0,4787,0,40,0,1
