age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,50K
3765,55,0,171780,5,12,1,3,5,4,1,0,0,30,0,0
3766,37,4,264503,3,9,0,12,2,0,0,0,0,40,0,0
3767,37,4,244341,1,10,2,8,5,4,1,0,0,40,0,0
3768,28,0,209109,0,13,0,2,2,0,0,0,0,50,0,0
3769,27,0,187392,3,9,2,2,3,0,1,0,0,40,0,0
3770,40,5,119578,0,13,2,5,5,0,1,0,0,20,0,0
3771,51,0,195105,3,9,1,11,1,0,1,0,0,40,0,0
3772,52,0,101752,6,11,0,10,2,0,0,0,0,56,0,0
3773,74,8,95825,1,10,4,14,3,0,1,0,0,3,0,0
3774,49,2,362654,1,10,0,4,2,0,0,15024,0,50,0,1
3775,20,8,29810,1,10,2,14,1,0,1,0,0,40,0,0
3776,40,3,77332,1,10,1,8,3,0,1,0,0,50,0,0
3777,80,0,87518,1,10,2,5,3,0,0,0,1816,60,0,0
3778,63,0,113324,1,10,0,12,2,0,0,0,0,40,0,0
3779,63,0,96299,3,9,1,10,5,0,0,0,0,45,0,1
3780,51,0,237729,1,10,1,8,5,0,1,0,0,40,0,0
3781,23,0,200973,3,9,2,8,3,0,1,0,0,40,0,0
3782,66,1,212456,3,9,4,1,3,0,0,0,0,20,0,0
3783,33,1,131568,3,9,0,3,2,0,0,0,0,66,0,0
3784,49,0,185859,3,9,0,1,2,0,0,0,0,43,0,0
3785,20,0,231981,1,10,2,10,3,0,0,0,0,32,0,0
3786,33,2,117963,5,12,0,4,2,0,0,0,1887,60,0,1
3787,26,0,78172,1,10,6,12,2,0,0,0,0,40,0,0
3788,52,0,164135,3,9,0,4,2,0,0,0,0,50,0,1
3789,33,0,171216,0,13,0,4,2,0,0,0,0,50,0,1
3790,47,0,140664,0,13,1,3,3,0,0,0,0,45,0,0
3791,23,0,249277,3,9,2,4,1,4,0,0,0,75,0,0
3792,53,3,117847,5,12,0,8,2,0,0,0,0,40,0,0
3793,19,0,52372,1,10,2,2,1,0,0,0,0,20,0,0
3794,26,3,95806,1,10,2,1,3,0,0,3325,0,40,0,0
3795,53,0,137428,8,4,0,10,2,0,0,0,0,60,0,1
3796,65,0,169047,3,9,2,7,3,0,0,0,0,10,0,0
3797,68,0,339168,0,13,0,10,2,0,0,0,0,30,0,0
3798,30,0,504725,12,6,2,3,4,0,0,0,0,18,31,0
3799,28,0,132870,2,7,0,1,2,0,0,0,0,45,0,0
3800,54,4,135840,12,6,0,12,2,0,0,0,0,45,0,0
3801,30,0,35644,3,9,2,2,1,0,0,0,0,10,0,0
3802,22,0,198148,1,10,2,8,1,0,0,0,0,50,0,0
3803,25,0,220098,3,9,2,2,1,0,0,0,0,30,0,0
3804,19,0,262515,2,7,2,2,4,0,0,0,0,20,0,0
3805,19,8,423863,1,10,2,14,1,0,1,0,0,35,0,0
3806,32,3,111567,4,15,0,5,2,0,0,0,0,40,0,1
3807,23,0,194096,0,13,2,4,1,0,1,0,0,40,0,0
3808,51,4,420917,0,13,0,5,2,0,0,0,0,45,0,0
3809,25,0,197871,1,10,0,3,2,0,0,0,0,44,0,1
3810,46,4,253116,0,13,2,5,3,4,1,0,0,40,0,0
3811,38,0,206535,1,10,1,0,5,0,1,0,0,50,0,0
3812,26,5,70447,3,9,0,12,2,1,0,0,0,40,0,1
3813,46,0,201217,3,9,1,5,3,0,1,0,0,40,0,0
3814,25,0,209970,0,13,2,5,3,0,1,0,0,40,0,0
3815,20,0,196745,1,10,2,2,1,0,1,594,0,16,0,0
3816,29,4,175262,10,14,0,5,4,0,0,0,0,35,0,0
3817,51,2,304955,10,14,0,4,2,0,0,0,0,50,0,1
3818,40,0,181265,1,10,0,1,2,0,0,0,0,52,0,0
3819,24,0,200973,1,10,2,8,3,0,1,0,0,40,0,0
3820,24,1,37440,0,13,2,9,5,0,0,0,0,50,0,0
3821,31,0,395170,6,11,0,2,0,2,1,0,0,24,20,0
3822,54,8,32385,3,9,1,14,3,0,1,0,0,30,0,0
3823,34,0,353213,5,12,3,1,3,0,0,0,0,60,0,0
3824,19,0,38619,1,10,2,9,1,0,0,0,0,66,0,0
3825,21,0,177711,3,9,2,10,1,4,0,0,0,40,0,0
3826,21,0,190761,12,6,0,9,2,0,0,0,0,70,0,0
3827,23,0,27776,1,10,0,10,2,0,0,0,0,24,0,0
3828,37,3,470663,1,10,2,1,3,0,0,0,0,40,0,0
3829,40,0,71738,10,14,0,4,2,0,0,0,0,46,0,1
3830,57,0,74156,3,9,0,2,2,0,0,0,0,30,0,0
3831,48,0,202467,0,13,0,5,2,0,0,0,1485,40,0,1
3832,24,0,123983,2,7,0,10,2,1,0,0,0,40,19,0
3833,43,0,193494,1,10,0,5,2,0,0,0,0,40,0,0
3834,32,8,169886,0,13,2,14,3,0,1,0,0,20,41,0
3835,40,0,130571,3,9,2,2,3,0,1,0,0,40,0,0
3836,52,2,90363,4,15,0,5,2,0,0,99999,0,35,0,1
3837,49,0,83444,3,9,1,4,3,0,0,0,0,40,0,0
3838,45,1,239093,1,10,0,4,2,2,0,3137,0,40,0,0
3839,62,4,151369,3,9,2,1,3,0,0,0,0,40,0,0
3840,29,0,56630,6,11,0,8,2,0,0,0,0,40,0,0
3841,49,0,117095,3,9,3,7,5,0,1,0,0,40,0,0
3842,55,3,189985,1,10,1,8,5,4,1,0,0,40,0,0
3843,20,8,34862,1,10,2,14,1,2,0,0,0,72,0,0
3844,37,2,126675,0,13,2,4,1,0,0,0,0,40,0,0
3845,43,5,199806,0,13,0,8,2,0,0,0,0,40,0,1
3846,29,0,57596,1,10,1,8,3,0,1,0,0,40,0,0
3847,44,0,103459,3,9,0,3,0,0,1,0,0,40,0,1
3848,28,0,282398,1,10,3,0,5,0,0,0,0,40,0,1
3849,38,0,298841,1,10,2,4,3,0,1,0,0,45,0,0
3850,45,0,33300,6,11,0,3,2,0,0,0,1977,50,0,1
3851,22,8,306031,1,10,2,14,1,0,0,0,0,40,0,0
3852,19,0,306467,1,10,2,2,1,0,1,0,0,20,0,0
3853,20,0,189888,9,8,2,2,3,0,0,0,0,40,0,0
3854,60,0,83861,3,9,0,6,2,0,0,0,0,40,0,0
3855,30,0,117393,3,9,2,3,3,0,1,0,0,40,0,0
3856,22,0,129934,1,10,2,8,3,1,0,0,0,40,41,0
3857,51,0,179010,1,10,1,3,3,0,1,0,0,60,0,0
3858,31,0,375680,0,13,2,5,5,4,1,0,0,40,41,0
3859,48,0,316101,3,9,1,4,5,0,1,0,0,40,0,0
3860,43,0,293305,0,13,0,3,2,0,0,0,1887,40,0,1
3861,51,4,175750,3,9,1,10,5,4,0,0,0,40,0,0
3862,41,0,121718,6,11,0,0,2,0,0,0,1848,48,0,1
3863,62,8,94931,6,11,0,14,2,0,0,3411,0,40,0,0
3864,50,5,229272,3,9,0,1,2,4,0,0,0,40,0,1
3865,46,0,142828,3,9,0,3,0,0,1,0,0,40,0,1
3866,54,0,22743,1,10,0,10,2,0,0,15024,0,60,0,1
3867,68,0,76371,3,9,0,6,2,0,0,0,0,45,0,1
3868,23,1,216129,5,12,2,1,3,0,0,0,0,30,0,0
3869,49,0,107425,10,14,2,3,3,0,1,0,0,35,0,0
3870,24,0,611029,12,6,0,6,2,0,0,0,0,40,0,0
3871,30,4,363032,3,9,0,12,2,4,0,0,0,40,0,0
3872,38,0,170020,3,9,0,7,2,0,0,3137,0,45,0,0
3873,34,0,137900,3,9,2,3,3,0,1,0,0,35,0,0
3874,22,0,322674,1,10,2,4,1,0,0,0,0,40,0,0
3875,30,0,23778,8,4,3,6,3,0,0,0,0,40,0,0
3876,61,0,147845,8,4,0,10,2,0,0,0,0,31,0,0
3877,36,0,175759,3,9,1,4,5,0,0,0,0,40,0,0
3878,51,2,166459,6,11,0,4,2,0,0,0,0,40,0,0
3879,43,0,128212,14,3,0,7,0,1,1,0,0,40,19,1
3880,54,3,127455,1,10,0,12,2,0,0,0,0,48,0,1
3881,63,0,134699,3,9,4,5,3,0,1,0,0,25,0,0
3882,51,0,254230,1,10,0,4,2,0,0,0,0,40,0,1
3883,63,1,159715,12,6,0,7,2,0,0,0,0,40,0,0
3884,51,4,116286,10,14,0,5,2,0,0,0,0,60,0,1
3885,27,0,146719,3,9,1,3,1,0,1,0,0,35,0,0
3886,35,0,361888,5,12,0,0,2,0,0,0,0,40,0,1
3887,31,8,26553,0,13,0,14,0,0,1,0,0,25,0,1
3888,46,1,32825,3,9,3,1,5,0,0,0,0,40,0,0
3889,53,0,225768,6,11,0,1,2,4,0,0,0,40,0,1
3890,26,3,393728,1,10,1,8,1,0,0,0,0,24,0,0
3891,43,0,160369,3,9,2,7,1,0,0,0,0,40,0,0
3892,39,0,191807,3,9,0,3,2,0,0,15024,0,50,0,1
3893,50,3,176969,3,9,1,5,3,0,0,0,1590,40,0,0
3894,54,3,33863,3,9,0,8,2,0,0,0,0,40,0,1
3895,62,8,182687,1,10,0,14,0,0,1,0,0,45,0,1
3896,57,5,141459,1,10,1,5,5,0,1,0,0,40,0,0
3897,19,8,174233,1,10,2,14,1,4,0,0,0,24,0,0
3898,29,4,95393,3,9,2,2,1,0,0,0,0,20,0,0
3899,20,0,221095,3,9,2,1,4,4,0,0,0,40,0,0
3900,53,0,104501,0,13,0,4,2,0,0,0,1902,55,0,1
3901,18,8,437851,1,10,2,14,1,0,0,0,0,40,0,0
3902,22,8,131230,1,10,2,14,1,0,0,0,0,40,0,0
3903,23,0,495888,3,9,2,2,3,0,0,0,0,40,36,0
3904,69,0,185691,2,7,0,8,2,0,0,0,0,20,0,0
3905,56,0,201822,8,4,0,6,2,0,0,0,2002,40,0,0
3906,53,4,549341,0,13,0,5,2,4,0,0,0,35,0,0
3907,28,0,247445,3,9,2,8,3,0,0,0,0,40,0,0
3908,28,0,199566,0,13,0,2,2,4,0,0,0,40,0,0
3909,33,2,139057,3,9,0,4,2,1,0,0,0,84,27,1
3910,48,0,185039,3,9,1,3,5,0,1,0,0,30,0,0
3911,61,0,166124,3,9,0,1,2,0,0,0,0,40,0,1
3912,49,0,82649,0,13,0,5,2,0,0,5013,0,45,0,0
3913,48,0,109275,1,10,0,4,2,0,0,0,0,40,0,0
3914,32,0,408328,8,4,0,1,2,0,0,0,0,40,0,0
3915,51,0,186338,3,9,0,1,2,0,0,0,0,40,0,1
3916,27,8,130856,0,13,2,14,3,0,0,0,0,40,0,0
3917,19,0,251579,1,10,2,2,1,0,0,0,0,14,0,0
3918,47,0,76612,3,9,0,5,2,0,0,0,0,50,0,0
3919,25,0,22546,0,13,2,10,1,0,0,0,0,60,0,0
3920,72,0,53684,1,10,0,12,2,4,0,0,0,40,0,0
3921,29,0,183627,2,7,1,1,3,0,0,0,0,40,0,0
3922,22,0,73203,3,9,2,8,1,0,1,0,0,40,0,0
3923,57,0,108426,3,9,0,2,2,4,0,0,0,48,2,0
3924,50,0,116287,5,12,0,8,2,0,0,0,0,60,29,0
3925,45,2,145697,1,10,0,3,2,0,0,0,0,30,0,0
3926,52,0,326156,1,10,1,5,3,0,0,0,0,40,0,1
3927,53,0,201127,10,14,0,4,2,0,0,0,0,48,0,1
3928,36,0,250791,3,9,0,6,2,0,0,0,0,48,0,0
3929,46,0,328216,3,9,0,1,2,0,0,0,0,40,0,1
3930,20,0,400443,3,9,2,3,1,0,1,0,0,20,0,0
3931,75,0,95985,14,3,4,2,5,4,0,0,0,10,0,0
3932,32,4,127651,3,9,0,1,2,0,0,0,0,40,0,1
3933,28,0,250679,3,9,0,1,2,0,0,0,0,40,0,0
3934,53,0,103950,10,14,1,5,3,0,1,0,0,40,0,0
3935,17,0,200199,2,7,2,3,1,0,1,0,0,35,0,0
3936,46,5,295791,6,11,1,8,5,0,1,0,0,38,0,0
3937,39,0,191841,5,12,3,5,3,0,1,0,0,30,0,0
3938,38,0,82622,1,10,1,1,5,0,0,0,0,40,0,0
3939,36,0,160728,3,9,0,7,2,0,0,0,0,60,0,0
3940,63,4,109849,0,13,2,5,3,4,1,0,0,21,0,0
3941,28,0,339897,11,2,0,7,2,0,0,0,0,43,20,0
3942,28,8,37215,0,13,2,14,1,0,0,0,0,45,0,0
3943,49,0,371299,3,9,2,8,5,0,1,0,0,35,0,0
3944,43,0,421837,1,10,0,7,2,0,0,0,0,40,20,0
3945,38,0,29702,0,13,0,4,2,0,0,0,0,45,0,1
3946,39,0,117381,3,9,2,0,3,0,0,0,0,62,2,0
3947,42,8,240027,3,9,1,14,3,4,1,0,0,40,0,0
3948,40,0,338740,3,9,0,4,2,0,0,0,0,40,0,0
3949,45,8,28359,3,9,3,14,5,0,1,0,0,10,0,0
3950,29,8,315026,3,9,1,14,5,0,1,0,0,40,0,0
3951,24,3,314525,0,13,2,5,3,0,0,0,1741,45,0,0
3952,30,0,173005,1,10,0,0,2,0,0,0,0,50,0,1
3953,44,0,286750,1,10,0,10,2,4,0,0,0,40,0,0
3954,40,0,163985,3,9,0,3,2,0,0,0,0,24,0,0
3955,30,0,219318,3,9,2,7,4,0,1,0,0,35,3,0
3956,42,0,44121,10,14,1,5,3,0,1,0,1876,40,0,0
3957,52,1,103794,6,11,1,5,3,0,1,0,0,35,0,0
3958,42,0,310632,1,10,0,1,2,4,0,0,0,40,0,1
3959,39,0,153976,1,10,0,1,2,0,0,0,0,52,0,1
3960,43,0,174575,1,10,1,5,5,0,0,0,0,45,0,0
3961,62,1,82388,3,9,0,1,2,0,0,10566,0,40,0,0
3962,30,0,207253,6,11,0,1,2,0,0,0,0,40,2,0
3963,83,8,251951,3,9,4,14,3,0,1,0,0,20,0,0
3964,39,0,746786,0,13,0,5,2,0,0,0,0,55,0,1
3965,41,0,308296,3,9,0,10,0,0,1,0,0,20,0,0
3966,49,0,101825,10,14,0,5,0,0,1,0,1977,40,0,1
3967,25,0,109009,2,7,0,1,2,0,0,0,0,40,0,0
3968,48,0,413363,2,7,0,10,2,0,0,0,2002,40,0,0
3969,59,8,117751,5,12,1,14,3,0,0,0,0,8,0,0
3970,44,5,296326,0,13,2,8,3,0,0,0,0,40,0,0
3971,36,0,208358,7,5,1,6,3,0,0,4650,0,56,0,0
3972,40,0,120277,3,9,2,6,1,0,0,0,0,40,22,0
3973,21,0,193219,3,9,2,8,1,4,1,0,0,35,18,0
3974,41,0,86399,1,10,3,8,3,0,1,0,0,38,0,0
3975,24,0,215251,0,13,2,4,3,0,1,0,0,50,0,0
3976,67,1,124470,3,9,0,9,2,0,0,0,0,60,0,0
3977,24,0,228649,0,13,2,8,1,0,0,0,0,38,0,0
3978,50,1,386397,0,13,0,3,2,0,0,0,0,60,0,0
3979,48,0,96798,10,14,1,3,3,0,0,0,0,35,0,0
3980,55,8,106707,5,12,0,14,2,4,0,0,0,20,0,1
3981,29,0,159768,3,9,2,7,3,0,0,3325,0,40,26,0
3982,50,0,139464,0,13,1,5,5,0,1,0,0,36,22,0
3983,64,5,550848,12,6,0,4,2,0,0,0,0,40,0,1
3984,49,0,68505,7,5,1,2,3,4,0,0,0,37,0,0
3985,20,0,122215,3,9,2,2,1,4,0,0,0,52,0,0
3986,30,0,159442,3,9,3,8,3,0,1,0,0,40,0,0
3987,37,0,80638,0,13,0,2,2,1,0,0,0,30,11,0
3988,52,0,192390,3,9,0,7,2,0,0,0,0,40,0,1
3989,22,0,191324,1,10,2,12,1,0,0,0,0,25,0,0
3990,77,8,147284,3,9,4,14,3,0,1,0,0,14,0,0
3991,19,5,73009,1,10,2,8,1,0,0,0,0,15,0,0
3992,52,0,177858,3,9,1,1,4,0,0,0,0,55,0,1
3993,42,0,163003,0,13,5,0,1,1,1,0,0,40,0,0
3994,35,0,95551,3,9,3,4,3,0,1,0,0,36,0,0
3995,27,0,125298,1,10,2,8,5,0,1,0,0,50,0,0
3996,54,5,198186,3,9,2,2,3,4,1,0,0,38,0,0
3997,37,0,295949,3,9,0,1,2,0,0,0,1628,40,0,0
3998,37,0,182668,12,6,0,10,2,0,0,0,0,35,0,0
3999,28,0,124905,8,4,0,1,2,0,0,0,0,30,0,0
4000,63,0,171635,0,13,0,3,2,0,0,0,0,40,0,0
4001,19,0,376240,3,9,2,7,1,0,0,0,0,42,0,0
4002,28,0,157391,0,13,2,3,1,0,1,0,0,40,0,0
4003,23,8,114357,1,10,2,14,3,0,0,0,0,40,0,0
4004,44,0,178134,4,15,2,5,3,0,1,0,0,40,0,1
4005,31,0,207201,1,10,0,1,2,0,0,0,0,40,0,1
4006,35,0,124483,0,13,2,3,3,1,0,0,0,50,41,1
4007,64,0,102103,3,9,1,11,3,0,1,0,0,50,0,0
4008,40,0,92036,3,9,0,6,2,0,0,0,0,40,0,1
4009,59,4,236426,5,12,1,5,3,0,1,0,0,50,0,0
4010,22,0,400966,1,10,2,8,1,0,1,0,0,40,0,0
4011,40,0,404573,1,10,2,3,3,0,1,0,0,44,0,0
4012,35,0,227571,8,4,0,6,2,0,0,0,0,40,20,0
4013,20,0,145917,1,10,2,8,1,0,1,0,0,15,0,0
4014,35,4,190226,3,9,2,12,1,0,0,0,0,40,0,0
4015,28,0,356555,1,10,0,4,2,0,0,0,0,48,0,0
4016,28,0,66473,3,9,1,7,1,0,0,0,0,40,0,0
4017,37,8,172256,1,10,0,14,2,0,0,0,0,20,0,0
4018,72,8,118902,13,16,0,14,2,0,0,0,2392,6,0,1
4019,25,2,163039,5,12,2,3,3,0,0,0,0,60,0,0
4020,37,0,89559,3,9,1,8,5,0,1,0,0,40,0,0
4021,19,8,35507,1,10,2,14,1,0,1,0,0,45,0,0
4022,31,0,163303,6,11,1,3,1,0,1,0,0,38,0,0
4023,41,0,192712,3,9,2,8,4,0,1,0,0,40,0,0
4024,31,0,381153,12,6,0,0,2,0,0,0,0,40,0,1
4025,44,0,222434,3,9,0,1,2,0,0,0,0,40,0,0
4026,20,0,34706,1,10,2,4,3,4,0,0,0,47,0,0
4027,57,1,47857,1,10,0,9,2,0,0,0,0,50,0,0
4028,26,0,195216,3,9,1,2,3,0,1,0,0,12,0,0
4029,44,2,103643,3,9,0,4,2,0,0,5013,0,60,9,0
4030,29,4,329426,3,9,2,12,3,0,0,0,0,40,0,0
4031,36,0,183612,3,9,0,5,2,0,0,0,1977,40,0,1
4032,40,0,184105,6,11,0,1,2,0,0,0,0,40,0,1
4033,21,0,211385,5,12,2,2,3,4,0,0,0,35,18,0
4034,21,0,61777,1,10,2,1,3,0,0,0,0,70,0,0
4035,34,1,320194,4,15,3,5,5,0,0,0,0,48,0,1
4036,24,0,199444,0,13,2,4,1,0,1,0,0,15,0,0
4037,28,0,312588,12,6,1,2,3,0,1,0,0,40,0,0
4038,35,0,168675,3,9,3,10,1,0,0,0,0,50,0,0
4039,35,0,87556,3,9,1,1,3,0,0,0,0,40,0,0
4040,38,5,220421,0,13,2,4,3,0,1,0,0,40,0,0
4041,44,3,404599,3,9,1,8,5,4,1,0,0,40,0,0
4042,39,0,99065,0,13,0,6,0,0,1,0,0,40,17,1
4043,57,4,109973,3,9,1,2,3,0,1,0,0,40,0,0
4044,19,0,246652,1,10,2,3,1,0,1,0,0,40,0,0
4045,29,0,57423,6,11,0,7,2,0,0,0,0,48,0,0
4046,23,0,291248,3,9,2,7,4,4,0,0,0,40,0,0
4047,50,0,163708,3,9,4,2,5,0,1,0,0,40,0,0
4048,51,1,240358,1,10,0,1,2,0,0,0,0,20,0,0
4049,28,0,25955,6,11,1,1,3,2,0,0,0,40,0,0
4050,44,0,101593,0,13,0,3,2,0,0,0,0,60,0,0
4051,29,1,227890,0,13,2,5,3,4,0,0,0,40,0,0
4052,31,0,225053,3,9,1,10,3,0,0,0,0,45,0,0
4053,27,0,228472,0,13,0,1,2,0,0,0,0,45,0,1
4054,34,0,245378,0,13,0,4,2,0,0,0,0,45,0,0
4055,50,2,156623,4,15,0,5,2,1,0,7688,0,50,15,1
4056,27,0,35032,1,10,0,6,2,0,0,0,0,40,0,1
4057,31,0,258849,6,11,2,8,5,4,1,0,0,40,0,0
4058,46,0,190115,5,12,0,1,2,0,0,0,0,40,0,1
4059,39,0,63910,1,10,2,8,1,1,1,0,0,40,0,0
4060,40,0,510072,0,13,0,3,2,0,0,0,0,55,0,1
4061,28,0,210867,2,7,1,3,1,0,0,0,0,40,0,0
4062,18,0,263024,3,9,2,3,1,0,1,0,0,40,0,0
4063,51,0,306785,3,9,1,8,3,0,1,0,0,40,0,0
4064,58,2,104333,3,9,1,3,3,0,0,0,0,50,0,0
4065,66,0,340734,3,9,0,3,2,0,0,0,0,40,0,0
4066,36,1,288585,3,9,0,2,0,1,1,0,0,20,10,0
4067,38,0,241765,2,7,1,6,3,0,1,0,0,60,0,0
4068,25,0,111058,5,12,2,4,1,0,0,0,0,40,0,0
4069,25,0,104662,3,9,2,2,5,0,1,0,0,22,0,0
4070,90,0,313986,2,7,2,6,1,0,0,0,0,40,0,0
4071,41,4,52037,1,10,1,8,5,0,1,0,0,40,0,0
4072,34,8,146589,3,9,2,14,5,4,1,0,0,40,0,0
4073,33,0,131776,0,13,1,5,5,0,1,914,0,40,5,0
4074,33,0,254221,3,9,2,8,3,0,1,0,0,40,0,0
4075,35,0,152909,0,13,0,4,2,0,0,0,1887,45,0,1
4076,39,1,211785,3,9,2,1,1,4,1,0,0,20,0,0
4077,59,0,160362,3,9,0,3,2,0,0,0,0,60,0,0
4078,19,0,387215,1,10,2,0,1,0,0,0,1719,16,0,0
4079,39,0,187046,3,9,0,3,2,0,0,4064,0,38,0,0
4080,19,8,208874,1,10,2,14,1,0,0,0,0,40,0,0
4081,27,0,169631,3,9,2,6,1,0,1,0,0,40,0,0
4082,52,0,202956,8,4,0,1,2,0,0,0,0,40,0,0
4083,59,1,80467,3,9,1,2,1,0,1,0,0,24,0,0
4084,28,0,407672,1,10,1,1,5,0,1,0,0,40,0,0
4085,37,0,243425,3,9,1,2,4,0,1,0,0,50,38,0
4086,50,8,174964,12,6,0,14,2,0,0,0,0,99,0,0
4087,36,0,347491,0,13,0,4,2,0,0,0,0,50,0,1
4088,34,0,146161,0,13,0,5,2,0,0,0,0,60,0,1
4089,23,0,449432,1,10,2,8,1,0,0,0,0,40,0,0
4090,19,8,175499,2,7,2,14,1,0,1,0,0,30,0,0
4091,33,0,288825,3,9,1,1,3,0,0,0,2258,84,0,0
4092,27,4,134813,10,14,2,5,1,0,0,0,0,52,0,0
4093,31,4,190401,10,14,0,5,2,0,0,0,0,40,0,0
4094,21,0,260617,12,6,0,7,2,0,0,0,0,36,0,0
4095,31,0,45604,3,9,0,4,2,0,0,0,0,54,0,0
4096,59,0,67841,3,9,0,6,2,0,0,0,0,40,0,1
4097,40,4,244522,10,14,0,5,2,0,0,0,1902,48,0,1
4098,19,0,430471,2,7,2,6,1,0,0,0,0,40,0,0
4099,47,0,194698,3,9,0,10,2,0,0,0,0,50,0,0
4100,34,0,94235,0,13,2,1,5,0,0,0,0,40,0,0
4101,57,0,188330,3,9,0,2,2,0,0,0,0,78,0,0
4102,51,4,146181,7,5,0,10,2,4,0,0,0,40,0,0
4103,21,0,177125,1,10,2,6,3,0,0,0,0,20,0,0
4104,30,2,68330,1,10,0,3,2,0,0,0,0,50,0,0
4105,46,0,95636,1,10,1,6,3,0,0,0,0,45,0,0
4106,40,0,238329,0,13,2,3,3,0,1,0,0,45,0,0
4107,52,0,416129,15,1,0,2,3,0,0,0,0,40,36,0
4108,23,0,285004,0,13,2,3,3,1,0,0,0,50,27,0
4109,90,8,256514,0,13,4,14,4,0,1,991,0,10,0,0
4110,25,0,186294,3,9,2,8,3,0,1,0,0,50,0,0
4111,43,0,188786,1,10,1,10,3,0,0,0,0,45,0,0
4112,38,5,31352,1,10,1,12,5,2,1,0,0,40,0,1
4113,22,0,197613,6,11,2,2,3,0,1,0,0,30,0,0
4114,33,4,161942,0,13,2,8,3,0,1,1055,0,40,0,0
4115,34,0,275438,1,10,0,5,2,0,0,5178,0,40,0,1
4116,65,0,361721,6,11,0,10,2,0,0,0,0,20,0,0
4117,50,0,144968,3,9,2,0,1,0,0,0,0,15,0,0
4118,29,0,190539,0,13,2,3,3,0,0,6849,0,48,0,0
4119,25,0,178037,3,9,0,10,2,0,0,0,0,40,0,0
4120,54,0,306985,1,10,1,8,3,0,1,0,0,40,0,0
4121,49,0,87928,3,9,0,8,2,0,0,0,0,40,0,1
4122,44,0,242619,1,10,0,7,2,0,0,0,0,40,0,0
4123,24,0,154165,7,5,1,2,1,0,1,0,0,40,0,0
4124,25,0,511331,0,13,2,3,3,0,0,0,0,38,0,0
4125,65,4,221026,3,9,0,10,2,0,0,0,0,20,0,0
4126,56,1,222182,3,9,0,4,2,4,0,0,0,45,0,0
4127,39,1,126569,4,15,0,5,2,0,0,15024,0,60,0,1
4128,23,0,202344,0,13,2,5,1,0,1,0,0,40,0,0
4129,20,0,190423,1,10,2,2,3,0,1,0,0,20,0,0
4130,24,0,238917,14,3,2,1,5,0,0,0,0,40,36,0
4131,41,0,221947,1,10,0,4,2,0,0,0,1887,50,0,1
4132,40,2,37997,1,10,0,9,2,0,0,0,0,50,0,0
4133,55,0,147098,3,9,0,1,2,0,0,0,0,50,0,1
4134,38,0,278253,3,9,1,8,5,0,1,0,0,48,0,0
4135,23,0,195411,3,9,2,8,5,4,1,0,0,40,0,0
4136,44,0,76196,0,13,0,4,2,0,0,0,0,50,0,0
4137,45,0,120131,1,10,0,1,2,0,0,0,1887,40,0,1
4138,20,1,186014,1,10,2,8,1,0,1,0,0,12,5,0
4139,29,0,205903,3,9,2,2,1,0,0,0,0,40,0,0
4140,43,5,125405,3,9,0,12,2,0,0,0,0,40,0,0
4141,30,0,219838,9,8,1,7,3,0,0,0,0,40,0,0
4142,28,5,19395,1,10,2,8,3,0,1,0,0,38,0,0
4143,31,0,223327,3,9,0,4,2,0,0,0,0,40,0,1
4144,52,0,114062,3,9,1,1,5,0,1,0,0,40,0,0
4145,36,0,95654,0,13,0,5,0,0,1,0,0,50,13,1
4146,38,0,177305,3,9,0,1,2,0,0,0,0,45,0,0
4147,66,8,299616,1,10,0,14,2,0,0,0,0,40,0,0
4148,63,1,117681,6,11,0,9,2,0,0,0,0,40,0,0
4149,21,0,237651,1,10,2,2,1,0,0,0,0,35,0,0
4150,33,5,150570,3,9,1,8,3,0,0,0,0,40,0,0
4151,46,5,106705,1,10,1,5,5,0,1,1506,0,50,0,0
4152,20,8,174714,1,10,2,14,1,0,0,0,0,20,0,0
4153,47,2,175958,0,13,2,3,3,0,0,3325,0,60,0,0
4154,33,0,144064,13,16,0,5,2,0,0,0,0,55,0,1
4155,66,8,107112,8,4,2,14,4,4,0,0,0,30,0,0
4156,20,0,54152,1,10,2,8,1,0,1,0,0,30,41,0
4157,28,0,152951,3,9,1,6,3,0,0,0,0,40,0,0
4158,46,0,190487,3,9,1,11,5,0,1,0,0,28,26,0
4159,25,0,306666,1,10,0,3,2,4,0,0,0,45,0,0
4160,37,0,195148,3,9,0,1,1,0,0,3137,0,40,0,0
4161,31,1,226624,7,5,0,1,2,0,0,0,0,60,0,0
4162,49,0,157569,3,9,0,1,2,0,0,0,0,40,0,0
4163,22,5,22966,1,10,5,0,5,0,0,0,0,20,0,0
4164,52,0,379682,6,11,0,2,0,0,1,0,0,20,0,1
4165,29,0,446559,5,12,0,4,0,0,1,0,0,50,0,0
4166,18,0,41794,2,7,2,2,1,0,1,0,0,20,0,0
4167,31,4,90409,1,10,0,4,2,0,0,0,0,35,0,0
4168,23,0,125491,1,10,2,2,3,1,1,0,0,35,19,0
4169,27,8,129661,6,11,0,14,0,2,1,0,0,40,0,1
4170,54,1,104748,12,6,0,3,2,0,0,0,0,65,0,0
4171,50,4,169182,3,9,1,2,5,0,1,0,0,49,24,0
4172,46,0,324655,10,14,0,0,2,0,0,0,1902,40,41,1
